mz,intensity
100.0,18.4
100.5,13.2
101.0,30.5
101.5,15.8
102.0,12.8
102.5,16.0
103.0,18.7
103.5,14.0
104.0,17.1
104.5,10.2
105.0,16.0
105.5,23.9
106.0,38.5
106.5,23.2
107.0,19.5
107.5,28.1
108.0,26.3
108.5,34.1
109.0,27.0
109.5,16.7
110.0,19.4
110.5,18.8
111.0,19.8
111.5,19.0
112.0,12.8
112.5,7.5
113.0,13.4
113.5,7.8
114.0,18.0
114.5,17.5
115.0,9.0
115.5,23.1
116.0,24.8
116.5,18.2
117.0,34.1
117.5,37.0
118.0,10.8
118.5,26.5
119.0,20.9
119.5,20.7
120.0,25.4
120.5,13.1
121.0,13.8
121.5,12.6
122.0,12.9
122.5,16.8
123.0,9.8
123.5,11.5
124.0,22.1
124.5,17.0
125.0,20.4
125.5,8.2
126.0,12.8
126.5,14.0
127.0,17.7
127.5,13.8
128.0,25.4
128.5,17.1
129.0,17.6
129.5,17.6
130.0,23.2
130.5,14.5
131.0,27.4
131.5,21.0
132.0,18.6
132.5,17.8
133.0,21.6
133.5,26.3
134.0,25.6
134.5,20.3
135.0,24.9
135.5,18.4
136.0,28.9
136.5,17.3
137.0,7.6
137.5,29.9
138.0,18.3
138.5,11.0
139.0,16.2
139.5,12.3
140.0,40.6
140.5,21.4
141.0,9.3
141.5,21.8
142.0,14.9
142.5,37.7
143.0,11.5
143.5,7.1
144.0,18.0
144.5,15.2
145.0,9541.7
145.5,7.4
146.0,20.8
146.5,34.2
147.0,8.2
147.5,28.0
148.0,13.9
148.5,44.8
149.0,20.8
149.5,16.2
150.0,27.2
150.5,21.6
151.0,13.8
151.5,23.3
152.0,14.3
152.5,8.6
153.0,39.5
153.5,15.2
154.0,13.7
154.5,20.0
155.0,9.4
155.5,10.2
156.0,14.3
156.5,14.2
157.0,18.0
157.5,27.4
158.0,14.5
158.5,21.3
159.0,22.3
159.5,11.3
160.0,19.2
160.5,12.0
161.0,26.8
161.5,21.0
162.0,17.6
162.5,10.2
163.0,18.3
163.5,12.9
164.0,23.2
164.5,16.7
165.0,12.7
165.5,25.4
166.0,23.4
166.5,13.8
167.0,27.9
167.5,15.5
168.0,15.5
168.5,18.4
169.0,13.0
169.5,14.7
170.0,16.4
170.5,32.3
171.0,31.9
171.5,15.8
172.0,33.3
172.5,17.2
173.0,20.4
173.5,24.9
174.0,19.7
174.5,46.0
175.0,19.3
175.5,10.8
176.0,29.5
176.5,14.8
177.0,15.5
177.5,5.3
178.0,26.1
178.5,24.3
179.0,24.1
179.5,25.9
180.0,34.4
180.5,17.2
181.0,25.5
181.5,13.0
182.0,15.2
182.5,26.7
183.0,20.5
183.5,10.3
184.0,20.2
184.5,16.3
185.0,12.6
185.5,20.8
186.0,14.9
186.5,9.3
187.0,11.2
187.5,35.5
188.0,9.6
188.5,19.1
189.0,22.3
189.5,22.6
190.0,10.7
190.5,15.4
191.0,18.5
191.5,24.1
192.0,13.5
192.5,11.0
193.0,26.1
193.5,27.2
194.0,20.3
194.5,13.7
195.0,20.6
195.5,18.3
196.0,24.5
196.5,10.6
197.0,18.3
197.5,16.4
198.0,11.2
198.5,19.1
199.0,17.8
199.5,14.9
200.0,20.5
200.5,9.9
201.0,17.1
201.5,20.8
202.0,19.6
202.5,26.9
203.0,10.8
203.5,9.6
204.0,19.3
204.5,21.0
205.0,40.9
205.5,22.4
206.0,12.3
206.5,24.2
207.0,12.5
207.5,9.7
208.0,49.7
208.5,19.9
209.0,23.3
209.5,21.9
210.0,5503.0
210.5,19.6
211.0,28.5
211.5,11.6
212.0,10.0
212.5,31.0
213.0,31.6
213.5,21.5
214.0,19.2
214.5,18.7
215.0,13.3
215.5,32.4
216.0,22.8
216.5,21.4
217.0,20.4
217.5,26.6
218.0,21.4
218.5,23.6
219.0,11.0
219.5,21.5
220.0,42.0
220.5,14.2
221.0,16.6
221.5,25.0
222.0,25.7
222.5,22.5
223.0,9.2
223.5,21.4
224.0,10.9
224.5,12.6
225.0,21.8
225.5,15.6
226.0,24.2
226.5,61.7
227.0,23.9
227.5,23.4
228.0,12.2
228.5,13.5
229.0,11.4
229.5,14.1
230.0,11.3
230.5,13.4
231.0,16.1
231.5,11.7
232.0,9.9
232.5,10.2
233.0,21.0
233.5,17.9
234.0,26.4
234.5,26.6
235.0,15.3
235.5,22.9
236.0,9.8
236.5,43.6
237.0,28.2
237.5,16.1
238.0,11.0
238.5,20.4
239.0,8.3
239.5,12.8
240.0,23.6
240.5,18.0
241.0,14.4
241.5,25.6
242.0,11.6
242.5,19.6
243.0,14.3
243.5,12.5
244.0,21.1
244.5,11.8
245.0,37.5
245.5,13.9
246.0,38.8
246.5,11.3
247.0,22.3
247.5,10.8
248.0,10.2
248.5,18.7
249.0,23.0
249.5,10.5
250.0,28.1
250.5,12.7
251.0,18.5
251.5,20.4
252.0,22.2
252.5,8.5
253.0,33.5
253.5,21.9
254.0,14.8
254.5,11.6
255.0,8.9
255.5,10.2
256.0,21.8
256.5,15.3
257.0,11.1
257.5,14.2
258.0,32.7
258.5,15.3
259.0,13.9
259.5,30.1
260.0,21.1
260.5,17.8
261.0,13.7
261.5,9.4
262.0,11.0
262.5,14.4
263.0,16.0
263.5,20.2
264.0,21.8
264.5,19.1
265.0,19.1
265.5,11.7
266.0,7.4
266.5,14.2
267.0,12.0
267.5,13.5
268.0,15.7
268.5,10.6
269.0,11.2
269.5,16.8
270.0,18.3
270.5,13.5
271.0,21.4
271.5,16.0
272.0,11.6
272.5,17.8
273.0,37.2
273.5,13.4
274.0,27.9
274.5,30.4
275.0,31.9
275.5,12.6
276.0,39.2
276.5,18.3
277.0,15.8
277.5,16.0
278.0,22.3
278.5,17.9
279.0,16.3
279.5,29.3
280.0,13.1
280.5,11.5
281.0,24.0
281.5,23.2
282.0,27.1
282.5,11.4
283.0,27.0
283.5,21.2
284.0,35.4
284.5,10.6
285.0,19.1
285.5,15.7
286.0,9.3
286.5,13.2
287.0,27.5
287.5,14.5
288.0,13.1
288.5,24.8
289.0,26.0
289.5,26.0
290.0,12.8
290.5,17.1
291.0,26.4
291.5,13.5
292.0,13.0
292.5,24.4
293.0,32.7
293.5,11.0
294.0,6.2
294.5,9.8
295.0,11.7
295.5,16.6
296.0,22.4
296.5,16.5
297.0,13.2
297.5,18.6
298.0,11.9
298.5,17.2
299.0,13.5
299.5,51.2
300.0,24.3
