mz,intensity
100.0,31.7
100.5,42.1
101.0,13.5
101.5,22.0
102.0,17.1
102.5,24.1
103.0,22.3
103.5,42.7
104.0,24.8
104.5,19.6
105.0,30.8
105.5,17.6
106.0,17.0
106.5,48.0
107.0,14.1
107.5,16.1
108.0,20.0
108.5,12.9
109.0,8.4
109.5,29.9
110.0,14.3
110.5,15.8
111.0,16.9
111.5,13.3
112.0,12.8
112.5,20.9
113.0,51.2
113.5,26.3
114.0,26.5
114.5,10.7
115.0,19.4
115.5,12.2
116.0,26.7
116.5,17.9
117.0,19.9
117.5,18.9
118.0,15.5
118.5,10.7
119.0,24.7
119.5,11.3
120.0,12.2
120.5,17.4
121.0,14.8
121.5,21.8
122.0,29.4
122.5,21.7
123.0,21.2
123.5,19.8
124.0,27.7
124.5,9.4
125.0,22.7
125.5,13.5
126.0,12.0
126.5,19.7
127.0,16.8
127.5,24.8
128.0,30.5
128.5,7.7
129.0,19.1
129.5,42.9
130.0,27.8
130.5,35.0
131.0,20.4
131.5,11.1
132.0,12.5
132.5,26.1
133.0,28.8
133.5,14.6
134.0,17.6
134.5,21.8
135.0,9.7
135.5,17.1
136.0,37.5
136.5,47.0
137.0,18.8
137.5,40.8
138.0,15.9
138.5,14.2
139.0,8.0
139.5,28.8
140.0,16.9
140.5,50.0
141.0,22.4
141.5,21.2
142.0,9.5
142.5,35.8
143.0,17.0
143.5,18.4
144.0,8.1
144.5,28.4
145.0,9954.7
145.5,15.4
146.0,20.4
146.5,23.0
147.0,28.9
147.5,20.5
148.0,39.1
148.5,17.8
149.0,15.4
149.5,16.3
150.0,7.1
150.5,14.2
151.0,29.4
151.5,21.8
152.0,14.2
152.5,22.6
153.0,8.8
153.5,17.5
154.0,24.2
154.5,26.0
155.0,14.4
155.5,28.3
156.0,41.5
156.5,16.6
157.0,26.4
157.5,10.5
158.0,9.0
158.5,25.1
159.0,20.0
159.5,21.3
160.0,15.6
160.5,17.5
161.0,27.2
161.5,39.1
162.0,18.0
162.5,10.2
163.0,32.8
163.5,25.0
164.0,25.9
164.5,21.2
165.0,49.9
165.5,20.3
166.0,24.2
166.5,9.4
167.0,15.6
167.5,15.0
168.0,19.4
168.5,22.6
169.0,14.6
169.5,39.3
170.0,12.9
170.5,16.4
171.0,21.7
171.5,11.9
172.0,24.7
172.5,25.4
173.0,17.5
173.5,42.3
174.0,20.3
174.5,22.0
175.0,13.4
175.5,10.1
176.0,15.3
176.5,17.3
177.0,16.4
177.5,26.8
178.0,7.6
178.5,12.5
179.0,9.5
179.5,33.7
180.0,15.7
180.5,16.0
181.0,12.7
181.5,28.2
182.0,16.7
182.5,21.5
183.0,8.7
183.5,31.5
184.0,23.1
184.5,24.6
185.0,32.3
185.5,18.2
186.0,18.4
186.5,26.3
187.0,23.4
187.5,17.9
188.0,20.0
188.5,16.1
189.0,26.2
189.5,28.6
190.0,19.7
190.5,41.8
191.0,10.6
191.5,17.9
192.0,39.1
192.5,16.6
193.0,10.4
193.5,34.5
194.0,24.5
194.5,12.2
195.0,26.9
195.5,13.1
196.0,11.5
196.5,18.5
197.0,16.3
197.5,12.7
198.0,17.0
198.5,13.2
199.0,20.2
199.5,19.5
200.0,26.6
200.5,16.4
201.0,11.6
201.5,11.6
202.0,17.9
202.5,36.5
203.0,27.7
203.5,15.2
204.0,28.8
204.5,12.4
205.0,29.6
205.5,16.9
206.0,26.8
206.5,25.3
207.0,17.6
207.5,22.5
208.0,12.9
208.5,19.1
209.0,30.4
209.5,102.0
210.0,5620.5
210.5,20.4
211.0,13.1
211.5,30.2
212.0,10.1
212.5,14.3
213.0,22.8
213.5,12.2
214.0,36.6
214.5,30.6
215.0,15.7
215.5,15.8
216.0,11.6
216.5,11.2
217.0,23.6
217.5,25.3
218.0,22.7
218.5,21.9
219.0,15.8
219.5,22.8
220.0,10.9
220.5,19.8
221.0,35.6
221.5,33.5
222.0,16.4
222.5,17.2
223.0,34.3
223.5,40.4
224.0,10.8
224.5,16.6
225.0,21.7
225.5,32.2
226.0,14.1
226.5,25.5
227.0,17.5
227.5,51.2
228.0,23.4
228.5,18.7
229.0,17.2
229.5,30.1
230.0,25.9
230.5,12.8
231.0,21.5
231.5,11.5
232.0,14.6
232.5,11.7
233.0,11.6
233.5,15.0
234.0,13.3
234.5,24.4
235.0,27.2
235.5,17.9
236.0,12.6
236.5,27.3
237.0,8.8
237.5,9.1
238.0,26.4
238.5,25.7
239.0,29.2
239.5,18.1
240.0,11.9
240.5,16.1
241.0,24.8
241.5,14.5
242.0,14.9
242.5,11.3
243.0,12.4
243.5,27.7
244.0,23.7
244.5,12.4
245.0,12.8
245.5,15.7
246.0,24.6
246.5,12.3
247.0,18.4
247.5,8.3
248.0,11.9
248.5,23.4
249.0,28.3
249.5,12.4
250.0,14.5
250.5,27.2
251.0,16.9
251.5,15.9
252.0,24.3
252.5,21.4
253.0,30.8
253.5,27.2
254.0,15.7
254.5,18.8
255.0,19.3
255.5,11.4
256.0,13.4
256.5,29.2
257.0,10.4
257.5,29.4
258.0,22.1
258.5,18.7
259.0,24.5
259.5,23.9
260.0,32.1
260.5,16.8
261.0,18.0
261.5,17.9
262.0,42.1
262.5,28.9
263.0,13.6
263.5,17.3
264.0,14.9
264.5,19.9
265.0,21.5
265.5,49.6
266.0,9.5
266.5,29.9
267.0,23.6
267.5,14.9
268.0,18.6
268.5,16.2
269.0,20.2
269.5,29.6
270.0,10.8
270.5,33.5
271.0,17.0
271.5,36.2
272.0,23.3
272.5,32.5
273.0,24.8
273.5,30.6
274.0,20.2
274.5,14.2
275.0,25.9
275.5,26.3
276.0,46.0
276.5,8.9
277.0,18.3
277.5,30.3
278.0,12.0
278.5,18.1
279.0,46.3
279.5,35.0
280.0,13.9
280.5,35.1
281.0,31.9
281.5,27.1
282.0,23.1
282.5,21.8
283.0,14.0
283.5,16.1
284.0,26.6
284.5,21.0
285.0,41.6
285.5,17.4
286.0,7.6
286.5,17.4
287.0,22.2
287.5,23.1
288.0,20.4
288.5,14.3
289.0,36.1
289.5,15.2
290.0,26.4
290.5,17.7
291.0,12.3
291.5,35.0
292.0,7.3
292.5,14.1
293.0,23.6
293.5,17.2
294.0,26.9
294.5,19.1
295.0,16.6
295.5,47.3
296.0,18.2
296.5,18.7
297.0,12.9
297.5,14.8
298.0,25.8
298.5,24.9
299.0,19.9
299.5,15.0
300.0,26.2
