mz,intensity
100.0,22.2
100.5,14.2
101.0,34.5
101.5,15.7
102.0,12.7
102.5,13.5
103.0,20.6
103.5,30.8
104.0,33.1
104.5,22.6
105.0,12.9
105.5,16.0
106.0,14.5
106.5,19.3
107.0,10.2
107.5,21.7
108.0,26.9
108.5,19.6
109.0,24.9
109.5,14.3
110.0,11.6
110.5,16.1
111.0,33.0
111.5,31.3
112.0,17.3
112.5,33.6
113.0,18.2
113.5,38.0
114.0,25.2
114.5,17.3
115.0,28.5
115.5,15.2
116.0,14.3
116.5,11.6
117.0,23.0
117.5,20.3
118.0,20.1
118.5,17.6
119.0,36.9
119.5,17.5
120.0,15.5
120.5,34.1
121.0,36.6
121.5,23.8
122.0,10.3
122.5,16.3
123.0,26.5
123.5,20.9
124.0,38.6
124.5,12.0
125.0,27.2
125.5,16.1
126.0,35.2
126.5,20.1
127.0,31.3
127.5,16.0
128.0,11.8
128.5,13.3
129.0,16.3
129.5,13.8
130.0,33.5
130.5,35.4
131.0,23.1
131.5,13.7
132.0,19.8
132.5,15.8
133.0,37.1
133.5,23.5
134.0,25.2
134.5,17.7
135.0,9.3
135.5,15.2
136.0,13.3
136.5,24.1
137.0,21.6
137.5,15.1
138.0,17.8
138.5,38.8
139.0,14.1
139.5,14.4
140.0,18.9
140.5,15.7
141.0,17.5
141.5,25.7
142.0,41.5
142.5,10.2
143.0,20.6
143.5,21.1
144.0,20.1
144.5,19.2
145.0,8574.3
145.5,31.0
146.0,17.2
146.5,19.7
147.0,20.7
147.5,21.7
148.0,19.4
148.5,30.9
149.0,20.7
149.5,22.2
150.0,20.3
150.5,13.9
151.0,14.9
151.5,13.6
152.0,22.4
152.5,15.6
153.0,13.6
153.5,22.8
154.0,25.6
154.5,10.3
155.0,40.8
155.5,21.0
156.0,19.9
156.5,31.8
157.0,21.3
157.5,16.3
158.0,49.9
158.5,13.5
159.0,19.9
159.5,29.1
160.0,13.5
160.5,19.9
161.0,24.2
161.5,54.2
162.0,14.5
162.5,20.3
163.0,27.0
163.5,21.4
164.0,12.8
164.5,24.4
165.0,21.7
165.5,24.8
166.0,32.6
166.5,31.1
167.0,24.4
167.5,23.5
168.0,13.4
168.5,19.7
169.0,22.7
169.5,17.7
170.0,21.6
170.5,14.9
171.0,38.3
171.5,49.1
172.0,17.7
172.5,24.3
173.0,18.9
173.5,34.4
174.0,24.7
174.5,21.4
175.0,19.0
175.5,21.8
176.0,13.9
176.5,27.2
177.0,15.6
177.5,25.7
178.0,21.8
178.5,32.1
179.0,20.6
179.5,31.2
180.0,14.3
180.5,26.5
181.0,19.0
181.5,22.4
182.0,21.3
182.5,30.2
183.0,9.2
183.5,23.6
184.0,11.4
184.5,33.6
185.0,9.4
185.5,13.9
186.0,10.6
186.5,40.0
187.0,12.4
187.5,21.7
188.0,16.7
188.5,10.1
189.0,18.1
189.5,27.0
190.0,19.3
190.5,30.2
191.0,17.9
191.5,20.8
192.0,17.8
192.5,23.8
193.0,44.3
193.5,24.0
194.0,22.4
194.5,16.2
195.0,15.3
195.5,37.3
196.0,13.3
196.5,14.4
197.0,19.9
197.5,17.5
198.0,45.4
198.5,8.0
199.0,24.0
199.5,27.6
200.0,13.2
200.5,16.0
201.0,24.7
201.5,39.8
202.0,14.4
202.5,11.0
203.0,30.6
203.5,38.2
204.0,18.1
204.5,8.6
205.0,37.1
205.5,19.2
206.0,32.5
206.5,20.4
207.0,17.8
207.5,17.3
208.0,37.4
208.5,36.8
209.0,8.8
209.5,14.3
210.0,5251.6
210.5,17.9
211.0,12.0
211.5,20.8
212.0,19.9
212.5,19.9
213.0,17.1
213.5,18.3
214.0,17.3
214.5,23.7
215.0,15.0
215.5,18.5
216.0,19.6
216.5,35.0
217.0,24.1
217.5,19.8
218.0,25.7
218.5,24.4
219.0,32.0
219.5,25.4
220.0,42.5
220.5,35.5
221.0,20.4
221.5,17.6
222.0,29.5
222.5,25.5
223.0,20.0
223.5,11.5
224.0,10.0
224.5,23.8
225.0,28.2
225.5,28.6
226.0,12.4
226.5,31.4
227.0,16.8
227.5,24.2
228.0,24.5
228.5,15.0
229.0,16.4
229.5,9.1
230.0,14.4
230.5,10.1
231.0,24.7
231.5,21.3
232.0,29.9
232.5,23.9
233.0,16.1
233.5,23.8
234.0,17.7
234.5,26.5
235.0,23.5
235.5,14.0
236.0,20.8
236.5,21.2
237.0,18.3
237.5,29.7
238.0,41.2
238.5,17.9
239.0,18.0
239.5,8.4
240.0,19.7
240.5,17.4
241.0,8.7
241.5,23.3
242.0,26.3
242.5,15.5
243.0,17.9
243.5,14.1
244.0,28.1
244.5,11.3
245.0,18.3
245.5,45.3
246.0,21.2
246.5,25.0
247.0,19.6
247.5,13.0
248.0,20.5
248.5,24.4
249.0,13.8
249.5,23.8
250.0,34.1
