mz,intensity
100.0,22.6
100.5,18.0
101.0,14.1
101.5,16.7
102.0,13.5
102.5,20.6
103.0,34.3
103.5,16.5
104.0,15.7
104.5,24.4
105.0,23.2
105.5,21.0
106.0,13.8
106.5,19.9
107.0,26.5
107.5,11.7
108.0,16.7
108.5,9.4
109.0,12.0
109.5,9.6
110.0,18.3
110.5,12.1
111.0,22.4
111.5,21.4
112.0,18.6
112.5,7.3
113.0,16.2
113.5,19.7
114.0,21.0
114.5,10.9
115.0,16.6
115.5,13.6
116.0,14.5
116.5,30.7
117.0,14.5
117.5,19.8
118.0,28.6
118.5,15.9
119.0,19.2
119.5,21.0
120.0,8744.9
120.5,12.3
121.0,20.7
121.5,34.6
122.0,10.8
122.5,28.3
123.0,21.1
123.5,15.5
124.0,44.7
124.5,27.2
125.0,12.4
125.5,20.7
126.0,25.3
126.5,18.6
127.0,26.4
127.5,19.6
128.0,26.2
128.5,35.7
129.0,15.3
129.5,21.8
130.0,16.7
130.5,21.1
131.0,12.5
131.5,15.9
132.0,18.6
132.5,28.8
133.0,31.8
133.5,11.8
134.0,14.6
134.5,26.0
135.0,9.1
135.5,16.7
136.0,19.3
136.5,33.2
137.0,26.5
137.5,17.6
138.0,17.3
138.5,18.2
139.0,36.9
139.5,16.9
140.0,17.8
140.5,23.1
141.0,19.1
141.5,18.6
142.0,12.9
142.5,20.0
143.0,16.8
143.5,32.0
144.0,26.1
144.5,19.9
145.0,26.2
145.5,17.5
146.0,30.6
146.5,20.0
147.0,25.4
147.5,12.0
148.0,23.1
148.5,10.2
149.0,8.9
149.5,17.8
150.0,14.0
150.5,21.4
151.0,49.3
151.5,14.4
152.0,15.7
152.5,21.8
153.0,24.5
153.5,18.7
154.0,18.5
154.5,26.6
155.0,24.7
155.5,13.3
156.0,19.5
156.5,20.4
157.0,13.2
157.5,22.3
158.0,14.3
158.5,29.6
159.0,21.7
159.5,20.8
160.0,15.9
160.5,19.2
161.0,9.0
161.5,12.8
162.0,23.2
162.5,8.6
163.0,28.2
163.5,10.0
164.0,27.2
164.5,14.3
165.0,27.4
165.5,21.2
166.0,10.9
166.5,33.1
167.0,35.8
167.5,19.6
168.0,18.0
168.5,18.8
169.0,13.6
169.5,31.2
170.0,16.2
170.5,19.7
171.0,14.6
171.5,15.6
172.0,12.0
172.5,33.2
173.0,18.9
173.5,29.6
174.0,20.2
174.5,15.2
175.0,17.6
175.5,6381.2
176.0,20.2
176.5,17.3
177.0,17.8
177.5,11.6
178.0,14.5
178.5,38.9
179.0,15.4
179.5,13.2
180.0,23.0
180.5,35.3
181.0,11.2
181.5,18.5
182.0,15.6
182.5,9.9
183.0,27.0
183.5,19.9
184.0,20.7
184.5,14.9
185.0,24.1
185.5,16.2
186.0,19.0
186.5,12.9
187.0,12.3
187.5,34.3
188.0,16.4
188.5,22.6
189.0,19.8
189.5,16.8
190.0,16.4
190.5,25.8
191.0,17.8
191.5,18.9
192.0,20.3
192.5,32.2
193.0,26.4
193.5,23.4
194.0,16.0
194.5,11.6
195.0,29.4
195.5,29.6
196.0,19.0
196.5,24.9
197.0,27.5
197.5,28.0
198.0,29.0
198.5,16.7
199.0,36.8
199.5,12.2
200.0,28.4
200.5,24.5
201.0,28.5
201.5,42.6
202.0,36.4
202.5,12.7
203.0,10.2
203.5,27.8
204.0,13.4
204.5,20.0
205.0,28.1
205.5,10.4
206.0,8.6
206.5,22.3
207.0,20.4
207.5,18.2
208.0,20.4
208.5,14.2
209.0,11.0
209.5,18.8
210.0,13.6
210.5,10.4
211.0,24.6
211.5,19.6
212.0,23.6
212.5,13.5
213.0,15.4
213.5,13.5
214.0,14.1
214.5,21.7
215.0,14.7
215.5,23.2
216.0,23.0
216.5,45.2
217.0,11.5
217.5,28.7
218.0,19.4
218.5,20.0
219.0,11.2
219.5,16.7
220.0,27.0
220.5,19.4
221.0,20.7
221.5,17.9
222.0,31.9
222.5,19.9
223.0,8.3
223.5,15.2
224.0,9.1
224.5,5.5
225.0,16.2
225.5,34.2
226.0,20.5
226.5,12.6
227.0,13.8
227.5,31.6
228.0,21.4
228.5,20.5
229.0,19.7
229.5,20.4
230.0,27.7
230.5,25.1
231.0,21.9
231.5,13.2
232.0,24.6
232.5,15.3
233.0,31.1
233.5,12.1
234.0,19.0
234.5,20.0
235.0,11.8
235.5,40.0
236.0,36.0
236.5,16.7
237.0,27.4
237.5,23.4
238.0,7.1
238.5,22.2
239.0,19.6
239.5,20.8
240.0,13.1
240.5,18.0
241.0,18.7
241.5,32.3
242.0,23.0
242.5,20.0
243.0,37.0
243.5,16.1
244.0,17.2
244.5,9.7
245.0,37.6
245.5,29.5
246.0,29.0
246.5,26.2
247.0,21.0
247.5,21.9
248.0,18.2
248.5,18.5
249.0,20.5
249.5,36.8
250.0,25.1
250.5,19.6
251.0,15.9
251.5,15.6
252.0,38.1
252.5,24.6
253.0,20.6
253.5,17.5
254.0,12.9
254.5,19.6
255.0,28.5
255.5,17.2
256.0,18.3
256.5,18.4
257.0,21.0
257.5,10.6
258.0,18.3
258.5,14.3
259.0,28.6
259.5,14.8
260.0,25.3
260.5,37.0
261.0,17.7
261.5,15.8
262.0,21.7
262.5,20.1
263.0,13.5
263.5,24.2
264.0,45.0
264.5,18.1
265.0,18.5
265.5,13.2
266.0,22.8
266.5,12.2
267.0,12.9
267.5,33.5
268.0,14.0
268.5,31.0
269.0,37.0
269.5,22.3
270.0,25.1
270.5,43.9
271.0,18.6
271.5,15.8
272.0,11.7
272.5,20.4
273.0,36.3
273.5,29.5
274.0,13.8
274.5,14.3
275.0,16.4
275.5,22.6
276.0,18.5
276.5,21.9
277.0,22.6
277.5,17.8
278.0,19.8
278.5,21.8
279.0,19.4
279.5,24.6
280.0,42.5
280.5,25.5
