mz,intensity
100.0,14.7
100.5,24.1
101.0,18.6
101.5,26.1
102.0,41.3
102.5,20.2
103.0,11.3
103.5,14.5
104.0,11.4
104.5,12.7
105.0,34.6
105.5,22.5
106.0,11.2
106.5,26.6
107.0,34.0
107.5,17.8
108.0,15.7
108.5,17.9
109.0,23.0
109.5,26.5
110.0,32.9
110.5,33.3
111.0,33.0
111.5,35.4
112.0,26.7
112.5,11.1
113.0,19.5
113.5,23.3
114.0,17.6
114.5,29.5
115.0,17.8
115.5,14.2
116.0,36.6
116.5,26.8
117.0,22.4
117.5,29.7
118.0,31.4
118.5,23.5
119.0,7.7
119.5,15.7
120.0,8389.4
120.5,13.8
121.0,22.2
121.5,33.0
122.0,16.9
122.5,13.0
123.0,46.2
123.5,17.1
124.0,12.5
124.5,22.6
125.0,24.3
125.5,15.5
126.0,28.1
126.5,16.9
127.0,14.2
127.5,22.0
128.0,27.9
128.5,15.9
129.0,23.4
129.5,19.8
130.0,63.5
130.5,15.4
131.0,35.7
131.5,20.1
132.0,19.5
132.5,27.4
133.0,29.3
133.5,34.1
134.0,23.4
134.5,16.1
135.0,16.5
135.5,25.2
136.0,25.9
136.5,35.9
137.0,24.2
137.5,31.3
138.0,37.6
138.5,21.9
139.0,11.3
139.5,12.8
140.0,11.5
140.5,38.8
141.0,14.6
141.5,33.6
142.0,25.9
142.5,40.7
143.0,30.6
143.5,19.7
144.0,18.9
144.5,21.2
145.0,22.0
145.5,16.6
146.0,20.2
146.5,39.0
147.0,10.4
147.5,22.7
148.0,14.3
148.5,22.1
149.0,28.7
149.5,20.0
150.0,27.9
150.5,10.9
151.0,31.9
151.5,16.1
152.0,26.3
152.5,22.1
153.0,7.3
153.5,15.2
154.0,22.4
154.5,38.2
155.0,23.0
155.5,22.7
156.0,11.7
156.5,36.4
157.0,42.3
157.5,20.7
158.0,18.8
158.5,10.7
159.0,29.2
159.5,60.5
160.0,27.3
160.5,34.0
161.0,25.5
161.5,13.8
162.0,35.0
162.5,12.5
163.0,18.9
163.5,22.9
164.0,29.2
164.5,24.2
165.0,23.9
165.5,15.1
166.0,12.2
166.5,21.0
167.0,15.4
167.5,12.2
168.0,12.4
168.5,16.9
169.0,9.8
169.5,12.0
170.0,10.7
170.5,22.1
171.0,24.1
171.5,45.8
172.0,11.3
172.5,15.6
173.0,29.5
173.5,18.8
174.0,18.0
174.5,40.6
175.0,17.9
175.5,6069.3
176.0,12.1
176.5,23.5
177.0,23.2
177.5,11.9
178.0,13.8
178.5,25.4
179.0,25.8
179.5,15.9
180.0,26.3
180.5,25.8
181.0,10.1
181.5,18.1
182.0,24.2
182.5,16.3
183.0,8.7
183.5,18.3
184.0,27.7
184.5,38.6
185.0,8.5
185.5,58.3
186.0,13.1
186.5,30.1
187.0,33.6
187.5,30.4
188.0,21.8
188.5,12.9
189.0,26.4
189.5,15.4
190.0,7.5
190.5,63.6
191.0,27.2
191.5,42.4
192.0,14.2
192.5,36.9
193.0,38.7
193.5,38.2
194.0,20.3
194.5,12.7
195.0,19.1
195.5,8.5
196.0,10.4
196.5,21.3
197.0,13.8
197.5,19.2
198.0,19.6
198.5,44.4
199.0,34.5
199.5,20.1
200.0,33.3
200.5,15.0
201.0,17.9
201.5,29.5
202.0,12.5
202.5,18.3
203.0,12.1
203.5,21.5
204.0,39.4
204.5,15.2
205.0,22.5
205.5,14.3
206.0,13.0
206.5,12.5
207.0,36.7
207.5,52.8
208.0,24.9
208.5,15.4
209.0,27.2
209.5,17.9
210.0,28.3
210.5,23.0
211.0,22.9
211.5,26.2
212.0,16.3
212.5,17.4
213.0,10.3
213.5,17.2
214.0,11.6
214.5,19.4
215.0,14.0
215.5,21.4
216.0,24.6
216.5,11.6
217.0,14.8
217.5,14.1
218.0,27.6
218.5,40.6
219.0,28.8
219.5,17.8
220.0,36.9
220.5,11.2
221.0,37.4
221.5,15.8
222.0,6.7
222.5,59.2
223.0,38.6
223.5,13.6
224.0,21.9
224.5,18.8
225.0,21.4
225.5,11.3
226.0,15.6
226.5,24.7
227.0,22.4
227.5,33.1
228.0,21.2
228.5,52.5
229.0,15.4
229.5,22.8
230.0,9.5
230.5,12.4
231.0,34.9
231.5,14.1
232.0,25.4
232.5,20.0
233.0,13.5
233.5,17.8
234.0,16.7
234.5,16.9
235.0,27.7
